station_id,station_count,lat,lng,population
4b129fc6f964a520778b23e3,7,45.3806285835496,-75.74722423599982,120492.0
4b14a284f964a52048a523e3,1,45.334379607951185,-75.75196051514654,109699.0
4b1868c5f964a52054d223e3,6,45.403584510447324,-75.70106239522,112627.0
4b18fccef964a520f6d623e3,9,45.45939,-75.491225,117021.0
4b1ea725f964a520491d24e3,6,45.407342,-75.703848,112627.0
4b1ecf1bf964a520d21f24e3,2,45.400913,-75.729452,89076.0
4b22db5af964a520e34e24e3,6,45.411115,-75.705966,112627.0
4b26a38df964a520cd7e24e3,3,45.35095397397683,-75.92653827945719,33680.0
4b2b8249f964a520f8b624e3,1,45.35213351829195,-75.83571179802097,78436.0
4b3d4ee2f964a520179225e3,3,45.4332134,-75.66968915,97937.0
4b45406cf964a5201e0926e3,3,45.367445,-75.786366,146294.0
4b4ce790f964a520abc326e3,3,45.26953675323259,-75.69895151392065,184864.0
4b4fe6ecf964a520181927e3,7,45.425284,-75.637431,108544.0
4b59d639f964a5200d9b28e3,5,45.463915,-75.540608,37662.0
4b622087f964a52042372ae3,2,45.26915772645751,-75.80187214994338,96553.0
4b666374f964a520da1f2be3,3,45.34226944117983,-75.91704129573017,25020.0
4b697a1df964a520d2a32be3,0,45.28139,-75.837993,28216.0
4b6b34d5f964a52091f92be3,9,45.45743763030909,-75.49643227302778,117021.0
4b6d7bd3f964a52082772ce3,6,45.383077138391556,-75.63096040142683,140727.0
4b7160b3f964a520a4432de3,9,45.33347452558583,-75.70196629171075,185107.0
4b716e62f964a52052462de3,4,45.34203844302338,-75.78830877545401,238863.0
4b755da6f964a52078082ee3,4,45.333823,-75.693783,135885.0
4b76bac2f964a5201d5b2ee3,7,45.27453796446751,-75.73826557792235,118185.0
4b772322f964a52012812ee3,0,45.470986500173254,-75.45404613933518,59054.0
4b7c612bf964a520e38f2fe3,6,45.47425707786498,-75.51559747645466,106989.0
4b7c954df964a520429c2fe3,5,45.4479063,-75.5939022,26931.0
4b7d78a3f964a520a2c02fe3,2,45.447068,-75.52725,47694.0
4b7e3d71f964a520f9e62fe3,5,45.347329357673395,-75.78791375067023,238863.0
4b7f09a3f964a520051230e3,6,45.36327249164529,-75.73428926759148,177657.0
4b7f190af964a520481630e3,4,45.397360459182835,-75.7416723492678,92551.0
4b806d5ff964a5205b7130e3,7,45.411769150785275,-75.69355011976306,117916.0
4b8538c2f964a520815131e3,5,45.35363847022218,-75.64327863505588,93291.0
4b8a9a20f964a520947432e3,5,45.41493121831715,-75.60473716562313,17110.0
4b8b1444f964a520db9132e3,9,45.343381227579606,-75.72949900769844,156674.0
4b8d2125f964a5205be932e3,7,45.28685487,-75.70293123,200961.0
4b925c16f964a5204ff433e3,7,45.327304503008456,-75.81979515167389,45904.0
4b9f87dcf964a520472937e3,6,45.435594318337024,-75.60664518764234,107615.0
4b9fc720f964a520ca3d37e3,5,45.361259,-75.739137,117180.0
4ba3f3d5f964a520e77038e3,4,45.43323771047425,-75.61272350836121,108204.0
4ba517aaf964a52014dc38e3,7,45.31011588651307,-75.91857060986837,87876.0
4bae839bf964a5207abb3be3,6,45.409604688574824,-75.69232818505336,117916.0
4bb32e6ca32876b0425c01fe,3,45.28790174427014,-75.86862178070953,105117.0
4bb3ed86737d76b039ea3a7c,5,45.46417,-75.539435,37662.0
4bbd217b4e069c74aa6d9ee3,7,45.36052102054499,-75.63177120424243,140138.0
4bc21ef4abf4952110ffc193,3,45.353183,-75.70477,211509.0
4bcb0823fb84c9b6cb061e3e,5,45.4531781,-75.5119981,106989.0
4bcbc40568f976b08cc66183,2,45.342585,-75.756463,137640.0
4bd5ff26637ba593e56ef770,8,45.461483573685626,-75.48750349967173,106989.0
4bd7678f0b779c745b1a05a0,8,45.276001,-75.719503,173020.0
4bdb7d802a3a0f47c66bafb6,3,45.342989,-75.669964,57270.0
4bdf240fffdec928b3daeaa1,6,45.408339,-75.704141,112627.0
4be2e28c660ec928d972ca3b,7,45.35425577238386,-75.73592838496675,177657.0
4bebbb12b3352d7f02cd56d2,7,45.372109779948204,-75.77072447001736,77331.0
4bed4f4fbac3c9b6d710fee9,1,45.240365,-75.71267,107913.0
4bedbf82e24d20a104ee7114,7,45.43640942259172,-75.60440651825871,107615.0
4bef0ed6c80dc928a46f27e3,2,45.287359,-75.757252,68963.0
4bf43cfd6a31d13aa686952e,6,45.368623422908364,-75.77323521842206,77331.0
4bf71def5efe2d7fc0736834,9,45.285312731288535,-75.90820212348844,78089.0
4bfbbd36d2b720a1b051336a,7,45.28506063449237,-75.72280098507443,118185.0
4bfda894e529c9285e43bb8c,1,45.353744,-75.808798,209755.0
4bfe591de529c928bd2abc8c,1,45.26980177996046,-75.59434545497373,65491.0
4c0152630bce20a12782f6c6,9,45.42506294,-75.63533742,108544.0
4c0c0c8d7e3fc9280c3ff682,5,45.361099,-75.740329,117180.0
4c0fec78f1b6a593e6117b27,12,45.35030126933906,-75.73367705668883,156674.0
4c10d9ad6b7e2d7f80332835,9,45.411151,-75.640736,133607.0
4c13b3f5f1e0b71376b334bc,6,45.347975,-75.625072,35432.0
4c1a9a2aeac020a1788743c2,8,45.381208834429785,-75.73349386453629,139526.0
4c1b775eeac020a1b3d744c2,9,45.27955681243415,-75.92817148654862,34496.0
4c200933b4e62d7fa697e093,4,45.32472595936018,-75.59658744189625,36267.0
4c255bd7136d20a10788e361,8,45.37638134584919,-75.7572068227246,98314.0
4c34cebba0ced13afbcd186e,4,45.35093511703351,-75.67023396492004,92702.0
4c39cfd42c8020a14c368d00,7,45.353763,-75.646184,92702.0
4c3cd5697d00d13a18753950,6,45.295847,-75.891905,48625.0
4c40dbb2da3dc9282704c8b9,7,45.29745009146976,-75.90114857336957,114564.0
4c4642d9cd5ca5930c5a0087,3,45.433146,-75.668333,97937.0
4c483d5996abd13a90887301,7,45.393417,-75.750335,58476.0
4c48a3513013a5939789b0e1,3,45.268864,-75.749585,68963.0
4c48b9726f1420a1c8eca954,5,45.446784,-75.594309,26931.0
4c4ec2919efabe9a84fb986a,8,45.373824,-75.623971,140727.0
4c5d675385a1e21efe365911,3,45.43940923,-75.67671312,131672.0
4c6294b579d1e21eeb59d615,8,45.476055,-75.49379,69327.0
4c63230fde1b2d7f490be470,0,45.383418382728834,-75.9696255911912,8660.0
4c63f28f79d1e21eaec0d915,7,45.327281518362746,-75.82144618034363,45904.0
4c65e3129cb82d7fcc478fd2,8,45.39547230875543,-75.62157284902324,67570.0
4c692eefc946e21e8e6ee98e,4,45.29092,-75.870616,80686.0
4c6f03eed97fa14326c1f1ca,4,45.27246178219889,-75.74671366321382,68963.0
4c72bad1d944224b68780d29,4,45.272485,-75.93056,32061.0
4c78288d81bca0930328f914,8,45.308107,-75.915422,87876.0
4c796199bd346dcbb63bf5ef,5,45.428758,-75.685672,135219.0
4c7a7326bd346dcb956df8ef,3,45.27980306359801,-75.95617911556171,32061.0
4c7dbbe59221236a1755803d,8,45.426103,-75.631007,108544.0
4c8add853dc2a1cd332cb132,4,45.449477,-75.588401,64593.0
4c95098638dd8cfa3cd2ce62,6,45.419393,-75.596303,51185.0
4c99f6e2b8e9224b2f69493d,1,45.313381719751135,-75.88247926054953,116346.0
4c9a7ef0292a6dcb605ecf76,8,45.30859674981382,-75.91639016066637,87876.0
4c9b38e580958cfa865449d4,4,45.3421276,-75.7863083,238863.0
4ca33502f832a1cd70529be5,1,45.36856838407044,-75.70162800545937,216599.0
4cadc3032a55224b1dc17069,7,45.34246271316887,-75.6925713746092,135885.0
4cb3345aeb65b1f703fb81cd,1,45.2697594004997,-75.5945612535884,65491.0
4cc6bb5fb2beb1f736da294c,4,45.34216276461434,-75.78623927251394,238863.0
4cd1e7f45b5ca35d834384f0,3,45.270930172359876,-75.69884870496931,184864.0
4cd2eb3b25ee6dcbc511470f,10,45.455637,-75.505014,106989.0
4cd84a2b7bb06dcb59b0a1b2,10,45.33547777150267,-75.72389374821829,96197.0
4cef13527db3224b0fdc2a2e,1,45.254484,-75.916362,32061.0
4cf2b40b7e93f04da46b5469,5,45.2755955984962,-75.95000593979012,32061.0
4cf3db9388de3704da7b812b,6,45.268,-75.938314,32061.0
4cfd390ec6cca35dd5bd9532,3,45.3704170215587,-75.78209278766796,77331.0
