station_id,station_count,lat,lng,population
4d0c1a79903d37045545bb55,4,45.29789,-75.731714,118185.0
4d0c212d95c1a1cd3483fafe,0,45.431518,-75.564004,27142.0
4d0fa08b71e8a1cd84d57bbd,7,45.375825,-75.757519,98314.0
4d10ef9ad467236a912ec74a,7,45.42856176,-75.63915804,125565.0
4d17c458b15cb1f7b597b621,3,45.281599669070715,-75.57097457191362,65491.0
4d20e92916cfb60c7c1d5d61,4,45.331288,-75.5995287,35432.0
4d2a60a38292236a0a482bbb,1,45.3521452458518,-75.83550095558167,78436.0
4d3337416c7c721ed84eb756,6,45.471675,-75.522841,106989.0
4d36046c48098cfa08504217,2,45.491051038281554,-75.47998721813163,54524.0
4d474b0d14aa8cfadc96863d,10,45.405315,-75.62679,78705.0
4d493d025129a35d605237ac,14,45.41232023329462,-75.63038569830562,79045.0
4d6ab039dc858cfac2416873,7,45.32134292093512,-75.83592203121819,26742.0
4d6ffee03599370461bc169d,1,45.254506,-75.916428,32061.0
4d9d2893baae5481e48aec64,4,45.34123,-75.787664,238863.0
4da599398154a54251bb668d,2,45.374736,-75.596987,34075.0
4dab8a064df01c19b1a2bb61,8,45.37735686230297,-75.75366947444837,98314.0
4db2d6acfa8c350240be3604,8,45.29424719861647,-75.92770731819189,43943.0
4db715410437fa536a65afb4,7,45.28483038456674,-75.72294657302675,118185.0
4dc9201645dd9aa940b644fe,7,45.354983,-75.735482,177657.0
4dc99dc22271f579debd3058,4,45.331494,-75.599134,35432.0
4dd9d376b0fb8af380c0e9d1,5,45.478342,-75.512485,106989.0
4e001453d22d5ec6f277559b,10,45.38916716368916,-75.61822301686017,67570.0
4e29a6841f6e88a1546ea1e2,7,45.302354,-75.87921,48625.0
4e29bad245ddfe8f9dff7183,4,45.441638,-75.644181,99103.0
4e501f2c18383eb2af2bc185,8,45.467240870338756,-75.49085853668171,106989.0
4e5e21851850b75573f4b878,9,45.46813748328399,-75.49171134368896,106989.0
4e67699e2271517970277eca,4,45.364149476057584,-75.61986646117148,70096.0
4e8673fbd66a9b178e911eda,5,45.447474,-75.59479,26931.0
4e8673fcd66a9b178e911faa,3,45.2834,-75.56604,65491.0
4e8673fed66a9b178e91269f,7,45.414551778980865,-75.60870796122774,17110.0
4e86759377c8edfe5ad47659,5,45.291602223612045,-75.72800432765533,118185.0
4ea890306da1bfeaab1676db,10,45.33738198576367,-75.71933389243213,130272.0
4ec18d860cd6d2a16f80db3c,4,45.382234,-75.601757,51774.0
4ee0fb7ff9ab28df82836187,3,45.480604,-75.476863,69327.0
4f3d3a11e4b0fa28e0f38929,0,45.3237251202578,-75.6566448071217,54835.0
4f8828a910814e61a4fed181,9,45.327369205372676,-75.70152729749685,157166.0
4fb68d77e4b0b2d0a84cee2b,1,45.2869,-75.806,1188.0
4fce4f7ce4b0231f2cd142e8,6,45.46740396072522,-75.53350698784925,37662.0
50cbbbbde4b05e3ef08039b0,6,45.45082372071338,-75.48285131461155,69327.0
5124de9ee4b089c767c17aff,3,45.29716039113579,-75.58080914147426,55670.0
512bacf7e4b020f729f79e82,9,45.329736612264725,-75.72318725646409,96197.0
513f544ae4b0f802737daf6a,3,45.29684601468064,-75.58058236768369,55670.0
51b4c3c9498e8a9622c7c684,9,45.34331252018479,-75.72950063603383,156674.0
51e04bcb1d9fb5b225504f25,11,45.406635,-75.616974,51774.0
527fd04211d2e567e60fd037,4,45.31815093064238,-75.59388641230454,36267.0
5293d6bf11d260d22f714e7e,7,45.326095,-75.822518,26742.0
531a4cd211d271ffb807c620,7,45.41861,-75.69694,148939.0
531a4cd211d271ffb807c986,7,45.326112,-75.823195,26742.0
53767622498e1d9a9944d4b7,4,45.319459,-75.593361,36267.0
545aa4d0498e45f1fbc9edc8,3,45.27918761,-75.95518669,32061.0
56648daf498ec6e77383c24c,3,45.33769886919292,-75.9117254278375,76855.0
57c7cefb498e207618164de0,7,45.37871254888547,-75.75025230646133,100718.0
57ee9e37498e4bb1d91214df,9,45.411983,-75.612086,51185.0
57eeaba4498e1e1c58c104f1,5,45.35371,-75.642179,93291.0
57eeb393498e06930c9d9c41,7,45.326525,-75.719035,96197.0
5824862bf2c98b32f0bf22b5,1,45.26883848573053,-75.78267559772908,96553.0
583c9f7d24f61108b96a2b73,4,45.272268,-75.7457082,68963.0
583c9f8454073d1f49085cbf,7,45.3224828,-75.8359127,26742.0
58776352f7f8dd6e029f73c6,3,45.338626,-75.911809,25020.0
58776b636e60751134a23c0b,8,45.395459,-75.621428,67570.0
58789d250393cc5a95291efe,1,45.30033915230139,-75.69985091686249,219995.0
5878e52365e7c7514c7f656d,4,45.351015,-75.670291,92702.0
587c62735a586959d91b1813,1,45.240422,-75.712735,107913.0
587c8a6c9e35d312245f954d,7,45.360503,-75.631663,140138.0
5880860575e13775d66e83f4,4,45.288271,-75.869011,105117.0
5880afcfb50d5245de11f1c2,3,45.461829,-75.548433,37662.0
58af042976b8b22951f4a130,3,45.38041,-75.63939,157837.0
59a5d61779187166d80627b5,4,45.382234,-75.601757,51774.0
5a1c9a676dcf04231331bec6,9,45.467915,-75.491846,106989.0
5a60f0654f0e586d106787c1,7,45.3953459,-75.6218727,67570.0
5a60fdcb5455b22bcfc2444e,9,45.459339237719526,-75.48951339558698,117021.0
5a88ba2aa9fe1264b75bffb9,8,45.294171,-75.92801,43943.0
5a9d97486eda02095169baf2,7,45.42836,-75.6391918,125565.0
5a9d992d8a6f170f053c1183,7,45.323992,-75.82855,26742.0
5b20cd69018cbb002cc84572,6,45.29798078546895,-75.89901858895496,46028.0
5b20cd6c01bc5a002c2d0d24,7,45.32467724657581,-75.82589596509939,26742.0
5b3166c622d490002c7d98e2,12,45.338,-75.717841,156674.0
5b4cd52eccad6b002cc840f8,10,45.4146462,-75.61596829999999,78705.0
5b4d9379a42362002c3125d0,6,45.47134,-75.5234399,106989.0
5b4ecd39610f04002cf6cf61,7,45.2847395,-75.7229296,118185.0
5b852391f427de002c818f3e,6,45.2763548,-75.9235742,34496.0
5bd728dd82a750002c9d1de0,10,45.339022,-75.720759,156674.0
5cc85090270ee7002c0383f0,9,45.29416,-75.927029,43943.0
5cd2e27323a2e6002c82ba0b,9,45.294048,-75.92763,43943.0
